CGPA,Internships,Projects,Certifications,Aptitude_Score,Technical_Skill,Coding_Skill,Communication_Skill,Soft_Skill,Backlogs,Extracurricular_Score,Leadership_Score,LinkedIn_GitHub_Activity,Placement_Training,Gender,Branch,Placed,Package_LPA
9.03,0,4,2,70.1,7.8,6.5,6.6,7.5,0,4.7,3.5,4.3,Yes,Male,MECH,1,13.44
6.25,1,5,1,65.1,3.3,6.0,7.7,4.7,1,8.6,6.9,3.1,No,Male,ECE,0,0.0
7.7,0,1,4,72.6,6.3,7.8,7.2,7.7,1,2.4,1.3,5.1,Yes,Female,CSE,1,10.95
6.65,1,1,1,81.6,4.6,4.7,9.0,6.7,0,7.0,5.9,5.2,Yes,Male,CSM (AI/ML),0,0.0
7.34,0,3,1,61.2,4.0,5.0,6.6,5.4,0,4.7,5.5,4.1,No,Male,CSE,0,0.0
7.73,1,4,1,32.0,8.9,7.1,7.4,6.2,0,3.7,7.0,4.2,No,Female,CIVIL,1,13.3
7.72,3,3,3,81.2,7.6,8.8,6.2,7.0,0,6.3,5.5,3.6,Yes,Male,CSE,1,16.93
7.82,3,4,0,57.7,5.2,4.6,6.9,6.4,0,8.6,4.2,4.0,Yes,Female,CIVIL,0,0.0
9.01,2,2,5,100.0,5.9,6.3,7.0,7.8,0,6.2,3.3,8.5,No,Female,IT,1,10.69
7.85,1,1,0,52.4,5.7,5.1,5.7,5.2,0,5.0,7.1,6.4,Yes,Female,CSE,0,0.0
7.16,1,3,0,55.9,4.4,6.9,5.4,4.7,0,2.9,6.0,6.4,Yes,Male,EEE,0,0.0
8.36,1,4,0,73.9,5.3,2.7,7.4,5.2,0,5.3,4.0,7.5,Yes,Male,ECE,1,5.34
8.59,1,2,1,74.2,7.5,5.1,7.1,5.7,2,2.8,6.9,7.3,Yes,Male,IT,1,9.16
6.17,1,0,3,68.8,5.3,4.7,8.6,6.5,0,4.9,4.1,8.5,Yes,Male,MECH,0,0.0
8.0,2,1,0,53.0,6.9,5.1,6.4,5.8,0,5.4,5.0,6.6,No,Female,EEE,1,11.4
8.1,0,2,0,43.4,5.3,1.0,4.9,4.6,0,0.8,3.7,5.7,Yes,Female,IT,0,0.0
7.1,0,3,3,51.2,4.3,9.6,6.4,4.4,0,8.3,6.1,3.8,Yes,Female,CSE,0,0.0
8.78,2,0,3,37.7,8.1,1.1,7.6,4.5,0,3.0,2.9,3.3,Yes,Male,CSM (AI/ML),0,0.0
7.25,0,1,0,95.0,2.8,6.7,3.2,5.9,0,5.1,4.4,7.2,No,Female,CIVIL,0,0.0
7.53,3,3,0,45.6,9.1,3.3,6.4,5.2,3,6.6,3.6,4.9,Yes,Male,CSE,0,0.0
7.23,0,4,0,57.3,7.8,3.4,7.4,5.8,1,8.1,5.6,2.1,Yes,Female,IT,0,0.0
7.42,0,3,2,73.1,6.5,6.1,6.8,8.2,1,3.9,5.8,0.4,Yes,Male,MECH,1,7.13
6.3,0,3,1,62.1,5.5,7.1,5.9,4.7,2,0.5,2.7,10.0,Yes,Female,CSM (AI/ML),0,0.0
5.96,0,2,4,52.5,5.6,3.8,4.6,6.7,0,7.7,5.9,2.9,Yes,Male,CSM (AI/ML),1,5.23
8.99,0,3,1,59.6,6.5,3.7,6.4,4.6,1,3.0,1.9,3.6,Yes,Male,CSE,0,0.0
6.55,0,0,1,52.3,6.5,3.3,4.6,4.4,1,6.2,9.6,8.0,Yes,Female,CSE,0,0.0
6.41,2,4,3,57.9,4.7,6.2,7.4,6.8,0,6.3,3.9,2.4,No,Female,CSM (AI/ML),0,0.0
5.25,2,3,0,68.2,6.3,3.8,6.5,7.2,0,0.0,7.2,6.4,No,Female,CIVIL,1,6.1
6.76,1,3,2,45.4,6.6,8.2,8.6,7.4,1,2.3,5.4,9.4,No,Male,ECE,1,12.61
6.08,1,2,1,79.3,5.7,3.6,3.5,7.9,1,4.6,5.5,10.0,Yes,Male,CSM (AI/ML),0,0.0
9.04,1,2,0,63.2,9.8,6.8,5.9,6.1,0,0.3,2.6,4.2,No,Male,CSM (AI/ML),1,12.65
8.41,0,0,1,52.7,6.0,8.7,7.5,6.7,2,2.8,6.8,5.2,Yes,Female,CSE,1,11.55
6.71,1,0,1,56.9,3.4,5.9,8.1,5.8,0,5.7,5.1,4.3,Yes,Male,IT,1,6.05
9.65,4,3,2,80.7,4.6,2.4,7.6,8.1,1,5.3,6.0,5.2,Yes,Female,CSE,1,7.54
8.38,3,5,1,75.1,7.3,6.6,5.0,5.0,0,6.1,4.8,8.2,No,Female,CSM (AI/ML),1,13.15
7.08,3,2,2,65.8,5.0,5.3,5.7,7.0,1,6.4,5.3,2.0,Yes,Female,MECH,1,6.9
4.9,0,1,1,52.4,4.6,5.7,3.0,4.8,0,2.1,3.1,6.7,Yes,Female,ECE,0,0.0
9.69,1,0,1,71.1,8.4,8.8,6.5,6.5,0,2.9,4.7,4.8,No,Female,CSM (AI/ML),1,13.04
6.01,1,1,2,62.2,6.5,5.9,8.1,4.1,0,7.0,4.1,8.3,Yes,Male,IT,1,8.71
5.75,0,3,4,89.9,5.2,6.8,6.4,6.6,0,8.5,3.5,8.2,Yes,Male,ECE,1,6.99
8.42,1,2,0,61.4,1.8,4.5,7.3,9.1,1,3.6,5.3,4.3,Yes,Male,CSM (AI/ML),0,0.0
9.84,2,2,2,88.9,7.2,5.3,7.2,5.5,1,6.0,5.8,4.9,Yes,Male,CIVIL,1,7.8
8.78,1,6,1,65.1,6.2,7.9,5.9,6.0,1,7.1,5.5,7.3,No,Male,CSE,1,10.97
7.96,2,0,0,45.4,8.3,6.1,2.8,7.5,0,6.0,4.8,7.5,Yes,Female,ECE,1,10.3
7.99,1,2,4,100.0,4.4,6.3,8.4,6.4,1,5.0,5.9,0.0,Yes,Male,MECH,1,7.18
8.25,2,1,0,38.8,5.6,7.7,7.0,8.0,0,4.2,5.5,7.2,Yes,Female,IT,1,11.82
8.16,0,1,2,30.4,6.7,8.9,4.5,6.9,0,9.5,5.2,9.0,Yes,Female,CSM (AI/ML),0,0.0
7.68,0,6,0,28.8,8.2,3.6,7.0,7.5,0,5.7,5.3,5.8,Yes,Female,CSE,0,0.0
7.5,1,2,2,100.0,6.6,4.9,6.7,3.5,0,6.3,7.5,7.4,Yes,Male,ECE,1,8.74
7.34,3,4,2,96.0,5.1,8.6,8.4,6.4,0,6.1,2.5,8.1,No,Female,IT,1,12.34
6.65,1,2,2,64.3,8.3,9.6,7.1,4.7,0,3.9,4.3,5.7,Yes,Female,EEE,0,0.0
7.12,2,2,2,68.9,5.7,5.3,7.1,5.7,2,5.6,5.7,7.1,No,Male,ECE,0,0.0
5.71,2,1,0,66.0,6.5,6.3,6.7,6.9,1,4.9,1.7,5.2,No,Female,CSM (AI/ML),1,6.9
7.3,0,3,0,33.7,7.4,6.5,5.2,6.0,0,4.8,7.9,5.1,Yes,Male,ECE,0,0.0
6.41,1,4,2,85.3,8.7,6.2,7.4,5.2,1,6.1,5.5,3.7,Yes,Male,CIVIL,1,12.5
6.3,0,2,2,83.2,6.8,6.3,6.4,8.1,0,3.7,7.0,5.6,Yes,Male,CSM (AI/ML),0,0.0
7.58,3,3,2,42.3,10.0,8.4,5.0,7.7,0,3.1,7.4,9.5,Yes,Male,CSE,1,18.23
8.79,2,0,1,67.2,6.1,2.4,5.4,4.4,0,6.5,5.9,3.1,No,Female,ECE,0,0.0
8.32,1,0,2,60.8,6.7,4.6,4.7,7.4,0,4.4,0.3,6.6,Yes,Male,CSM (AI/ML),0,0.0
5.83,2,3,1,58.6,5.2,7.0,8.0,6.5,1,4.8,5.3,5.9,No,Male,ECE,1,6.78
6.41,0,3,1,51.1,6.7,4.9,9.4,6.6,0,1.6,5.4,8.6,No,Female,CSE,1,7.18
8.34,0,0,0,60.2,6.7,6.3,8.1,8.5,0,7.4,2.7,9.0,No,Female,CSM (AI/ML),0,0.0
6.42,0,3,1,53.6,7.9,7.9,7.0,6.5,1,6.5,1.2,3.1,Yes,Male,MECH,1,8.81
7.18,2,3,1,79.0,6.9,8.8,6.3,7.3,0,6.9,6.0,3.9,Yes,Female,CSM (AI/ML),1,13.34
7.95,0,3,0,61.6,5.4,6.3,6.0,6.6,1,6.3,2.4,4.0,Yes,Male,IT,0,0.0
6.43,2,2,2,50.9,6.6,8.6,4.9,6.6,0,2.5,9.3,4.1,No,Female,EEE,1,12.23
7.51,1,2,1,61.6,5.1,6.1,9.3,5.0,1,6.0,5.6,4.3,Yes,Female,CSM (AI/ML),1,8.66
6.07,0,1,1,59.7,7.1,5.2,4.8,9.7,0,4.3,7.8,6.0,No,Male,CSE,1,7.75
6.8,0,3,1,59.1,5.3,2.9,5.1,2.0,0,3.6,5.1,3.2,Yes,Male,EEE,0,0.0
7.72,2,2,0,72.8,4.0,3.9,6.1,5.3,0,6.5,6.6,3.6,Yes,Male,CSM (AI/ML),0,0.0
5.81,2,1,0,57.6,4.4,5.8,6.2,5.6,1,8.8,5.1,3.4,Yes,Male,IT,1,3.46
7.84,1,4,3,52.9,4.3,5.8,7.3,7.6,0,8.5,7.1,6.3,Yes,Male,CSE,1,6.43
7.38,0,2,1,40.2,5.4,6.2,5.4,4.3,1,6.7,0.7,5.1,Yes,Male,CSE,1,8.1
7.95,4,1,1,61.9,4.8,9.3,3.4,6.1,0,5.4,6.9,4.6,Yes,Male,CSE,1,10.28
7.62,0,2,3,81.9,6.2,7.2,6.1,7.4,1,5.1,6.4,3.3,Yes,Male,ECE,0,0.0
8.76,2,2,1,60.0,5.6,7.3,6.2,4.6,1,3.7,4.7,1.5,No,Male,MECH,0,0.0
7.53,3,2,2,54.0,7.0,9.3,6.0,6.1,1,5.0,4.1,9.0,Yes,Male,CSE,1,14.75
6.97,2,1,6,49.9,6.8,5.1,6.0,6.1,0,7.3,4.4,4.5,No,Female,ECE,1,6.43
7.52,1,3,0,34.4,5.7,4.8,5.9,5.5,0,9.1,5.6,10.0,No,Female,CSE,1,7.71
7.94,1,2,3,80.8,8.2,8.1,4.4,6.4,1,3.9,7.5,7.0,Yes,Male,ECE,1,12.34
7.45,1,2,2,69.8,4.7,6.7,8.6,5.7,1,1.5,3.9,9.4,Yes,Male,CSE,1,8.04
7.44,1,3,3,74.3,7.8,5.7,8.5,7.7,0,4.4,1.4,7.5,Yes,Male,ECE,1,10.0
6.7,0,0,1,66.0,6.4,5.7,8.5,7.0,0,7.3,10.0,5.6,Yes,Female,ECE,1,5.65
6.74,2,1,1,49.1,5.6,5.5,4.6,6.0,0,9.6,6.4,3.8,No,Female,CSE,0,0.0
6.0,0,2,4,56.9,8.0,5.6,7.0,6.4,0,8.1,4.2,3.0,No,Female,EEE,0,0.0
9.15,3,1,3,54.0,7.1,5.8,5.8,5.8,0,8.1,7.5,7.8,Yes,Male,ECE,1,13.96
6.16,1,2,1,55.3,4.5,5.2,5.7,8.2,2,3.8,7.0,5.8,No,Female,EEE,0,0.0
6.71,0,2,1,55.4,6.8,6.9,5.0,6.9,1,3.9,6.0,6.6,No,Female,ECE,1,7.88
6.68,2,4,1,79.7,6.8,7.2,10.0,6.1,0,2.9,4.0,7.1,Yes,Male,MECH,1,10.63
8.29,0,3,0,94.3,7.8,4.7,6.0,6.9,0,4.2,6.4,6.0,Yes,Female,ECE,1,7.39
7.11,1,3,2,48.0,7.1,7.5,5.0,8.9,0,7.3,7.3,4.1,Yes,Male,IT,1,10.39
8.65,1,6,0,59.3,7.3,3.4,6.6,5.3,0,8.7,1.4,7.5,Yes,Male,IT,1,9.34
6.73,0,1,2,65.5,5.5,6.8,7.5,7.5,0,6.2,5.5,4.7,Yes,Male,MECH,0,0.0
7.68,1,2,2,46.3,5.9,6.9,6.2,6.9,1,5.0,5.6,5.4,Yes,Male,CIVIL,1,10.49
6.56,0,3,3,62.8,5.8,5.6,6.8,6.0,1,3.4,5.6,6.8,Yes,Female,IT,1,7.37
9.55,1,0,3,67.6,3.6,5.9,7.9,5.3,0,5.3,5.1,5.1,No,Female,CSE,1,10.17
6.21,1,5,2,60.8,8.3,5.4,5.0,7.5,1,5.9,7.5,1.0,Yes,Male,IT,0,0.0
7.71,2,2,2,72.0,4.4,4.8,6.7,6.7,1,2.6,4.6,7.6,Yes,Male,CSE,0,0.0
8.03,3,1,2,62.0,6.6,5.8,5.4,8.3,1,7.3,5.0,8.1,Yes,Male,CSE,0,0.0
7.81,0,4,3,16.1,5.7,4.8,5.2,7.9,0,4.7,5.7,1.0,Yes,Female,IT,0,0.0
7.21,0,4,3,46.6,5.8,8.0,9.0,6.7,1,7.2,4.6,2.8,No,Male,CSE,1,8.71
7.27,0,3,2,84.9,7.3,1.8,6.3,5.3,0,5.5,2.1,9.9,No,Female,ECE,0,0.0
7.44,0,4,3,70.3,5.0,5.5,4.8,9.2,2,6.1,5.4,5.7,Yes,Female,IT,0,0.0
7.25,0,1,1,16.4,6.9,2.2,6.2,5.4,0,4.1,5.5,5.2,No,Male,CSE,0,0.0
8.36,0,4,3,37.8,6.9,3.8,4.6,7.5,0,4.8,4.2,4.2,Yes,Male,CSE,0,0.0
9.61,2,1,2,73.5,5.0,4.7,6.1,3.8,0,6.8,4.7,2.8,Yes,Male,ECE,0,0.0
6.84,0,4,0,52.8,7.7,8.3,5.4,8.5,0,5.2,0.0,4.8,No,Male,MECH,1,11.31
6.03,1,1,1,18.8,8.4,8.0,7.2,3.5,1,3.3,7.5,7.4,Yes,Male,MECH,1,10.63
7.31,0,2,0,79.0,9.4,5.9,9.3,5.9,0,5.7,6.9,5.2,No,Female,CIVIL,1,12.82
9.98,0,2,6,73.6,5.8,5.9,6.1,4.8,0,6.3,2.2,6.6,No,Male,CSE,1,11.85
6.6,2,1,0,48.7,6.5,7.8,5.4,8.3,1,8.2,3.6,9.3,Yes,Male,CSM (AI/ML),1,9.93
9.04,2,4,0,81.9,6.6,7.9,6.5,5.3,0,7.8,8.0,3.9,Yes,Male,EEE,1,15.03
9.08,2,1,0,49.3,7.3,4.7,8.6,7.0,1,5.4,2.6,5.9,Yes,Female,EEE,1,8.73
6.85,0,4,1,52.0,9.0,7.1,7.2,6.7,3,4.4,6.0,7.5,No,Male,CSM (AI/ML),0,0.0
7.97,2,2,1,54.2,7.0,4.0,6.2,4.3,0,5.0,4.0,3.1,No,Female,CSM (AI/ML),0,0.0
9.03,2,1,1,31.7,7.0,5.1,3.3,7.7,1,4.5,5.9,5.6,No,Female,CSM (AI/ML),0,0.0
7.02,4,1,1,68.6,4.4,6.9,6.3,6.3,0,6.5,5.1,9.5,Yes,Female,CIVIL,1,10.28
7.2,0,3,5,70.3,9.5,4.6,7.6,8.4,0,7.6,4.4,4.4,No,Female,CIVIL,1,9.45
6.82,1,2,3,54.7,5.4,5.1,7.8,7.2,0,8.0,5.8,7.7,No,Male,CSE,0,0.0
6.39,2,0,2,73.3,1.9,2.6,8.4,5.2,0,4.7,4.0,4.9,Yes,Male,CSM (AI/ML),0,0.0
6.75,1,3,1,36.5,2.6,6.7,5.4,6.0,0,4.5,1.3,9.3,Yes,Female,CSM (AI/ML),0,0.0
6.18,1,1,1,73.0,6.7,4.1,5.8,6.0,0,4.7,3.1,1.4,No,Female,IT,0,0.0
7.43,3,0,1,67.2,4.2,4.2,6.2,7.4,2,1.6,2.8,5.3,No,Male,IT,0,0.0
6.63,2,6,0,50.9,6.3,8.4,7.5,7.3,0,3.1,1.6,1.8,Yes,Male,EEE,1,11.02
7.63,0,2,1,68.6,3.8,4.5,6.0,5.4,0,5.4,5.8,3.6,Yes,Male,CSE,0,0.0
5.84,0,5,0,47.9,6.7,7.2,7.2,7.6,0,6.3,4.6,3.6,Yes,Female,CSE,1,9.85
7.73,3,2,3,79.7,7.1,7.9,5.8,6.9,2,6.5,5.7,4.6,No,Female,CSM (AI/ML),1,13.56
8.23,1,4,4,70.4,6.5,7.5,5.3,7.2,1,3.9,6.1,2.5,No,Male,IT,1,14.43
5.41,1,1,1,67.8,5.1,5.3,8.1,7.0,0,4.5,6.6,5.0,No,Male,CSE,0,0.0
7.77,0,3,0,54.6,7.6,5.0,6.9,7.5,1,5.0,5.9,6.3,Yes,Male,MECH,0,0.0
8.63,1,1,1,74.4,5.6,4.1,7.5,5.0,0,4.7,2.9,1.7,No,Female,CSE,0,0.0
6.19,1,0,0,81.3,5.9,2.5,6.1,6.6,0,6.9,6.2,3.7,Yes,Female,ECE,0,0.0
9.07,1,2,1,87.7,5.4,7.3,7.6,7.7,1,2.9,5.5,10.0,No,Female,MECH,0,0.0
7.82,0,1,2,53.3,5.8,7.1,4.8,7.9,0,3.2,9.6,6.0,Yes,Female,EEE,0,0.0
6.69,1,1,0,75.1,9.2,6.7,5.0,7.9,1,4.9,5.0,1.0,No,Male,MECH,1,9.38
7.34,2,3,0,84.3,6.2,1.0,7.8,5.1,0,2.8,5.8,2.0,Yes,Female,MECH,0,0.0
7.96,0,0,0,58.1,4.2,5.5,6.3,9.2,0,1.7,4.8,5.7,No,Female,CSM (AI/ML),0,0.0
7.48,3,0,0,84.5,4.7,7.0,6.0,8.8,1,2.5,5.1,5.4,Yes,Male,CSM (AI/ML),1,7.2
7.94,1,2,0,64.5,5.8,8.2,5.0,5.1,2,5.0,5.0,3.8,Yes,Female,MECH,0,0.0
6.48,2,1,1,45.7,4.9,6.4,7.6,5.9,0,6.8,4.1,10.0,Yes,Male,CSE,1,7.09
7.57,0,5,4,50.6,7.7,6.2,9.2,7.3,2,6.8,5.4,10.0,Yes,Female,ECE,0,0.0
5.99,0,3,2,38.9,3.9,4.5,7.3,5.3,0,8.7,6.3,4.6,Yes,Female,IT,0,0.0
7.29,0,5,2,61.4,6.0,6.5,5.7,7.1,1,5.7,4.1,7.2,Yes,Male,CIVIL,0,0.0
6.5,1,5,3,59.4,7.8,5.4,8.5,6.6,0,6.0,6.8,7.3,Yes,Female,MECH,1,8.97
6.66,0,1,2,65.0,5.2,4.4,6.9,8.1,2,5.0,6.5,7.6,No,Female,CSE,0,0.0
8.64,2,2,2,83.8,6.9,3.6,5.8,6.9,0,5.1,3.2,3.7,No,Female,CIVIL,0,0.0
8.49,1,1,3,61.7,6.1,4.0,8.3,3.5,1,9.7,3.0,9.7,Yes,Male,CIVIL,1,6.35
8.01,2,1,1,57.7,6.1,6.4,6.1,7.5,2,6.0,5.9,5.0,Yes,Female,EEE,0,0.0
6.31,0,2,1,58.8,7.0,3.2,4.2,8.0,1,6.2,3.8,6.2,Yes,Male,CSM (AI/ML),0,0.0
7.08,0,4,2,32.3,3.2,5.2,5.9,6.2,0,3.2,2.8,5.2,Yes,Male,ECE,0,0.0
8.61,0,1,0,72.9,8.1,8.3,7.2,6.5,1,6.3,8.6,4.9,No,Male,MECH,0,0.0
7.54,2,6,0,59.6,3.2,3.1,5.3,6.5,0,6.8,3.0,5.8,Yes,Male,MECH,1,5.47
9.72,2,0,3,63.3,8.0,6.7,3.6,5.5,0,7.7,1.8,2.5,Yes,Female,CSM (AI/ML),0,0.0
7.79,1,0,1,58.8,6.9,6.8,8.6,9.8,2,6.8,3.4,0.7,Yes,Male,CSM (AI/ML),0,0.0
7.59,1,3,0,64.0,7.0,5.2,10.0,5.2,0,5.2,5.5,4.7,No,Male,MECH,1,9.91
7.09,0,2,2,41.0,8.8,7.0,5.7,7.6,0,5.2,5.2,3.2,No,Male,EEE,0,0.0
7.53,1,3,3,62.0,8.1,5.4,5.5,7.6,1,5.4,9.0,6.5,Yes,Male,ECE,1,9.63
7.25,3,4,4,52.3,7.5,7.3,4.4,5.7,1,5.7,3.4,6.2,No,Male,CSM (AI/ML),1,14.14
8.11,3,1,1,62.6,5.7,3.8,5.2,5.0,0,8.0,5.5,5.2,Yes,Female,EEE,0,0.0
8.36,2,2,2,45.8,5.6,9.4,4.1,6.2,0,7.6,7.4,8.6,Yes,Male,CSE,1,15.23
6.61,0,1,0,69.7,7.5,8.5,4.4,7.3,0,7.0,3.6,5.2,No,Female,CSE,0,0.0
6.07,0,4,1,62.3,6.9,1.6,6.4,6.7,2,9.6,6.5,1.8,No,Female,ECE,0,0.0
5.56,0,1,2,41.3,6.7,8.0,4.0,8.8,1,0.2,1.2,4.7,Yes,Female,CSE,0,0.0
7.91,1,4,5,77.1,6.1,4.7,4.2,5.5,0,4.6,8.7,7.9,Yes,Female,MECH,1,8.73
6.3,0,0,1,53.8,5.5,8.5,6.7,5.5,1,5.5,7.1,0.9,Yes,Female,MECH,0,0.0
5.25,1,0,2,56.3,4.0,7.7,5.5,7.5,0,4.2,3.6,5.0,No,Male,EEE,0,0.0
7.79,1,2,2,74.8,7.2,3.7,6.9,4.0,0,3.6,6.7,6.5,No,Female,CIVIL,0,0.0
9.89,3,4,3,79.2,5.9,6.9,5.9,5.5,0,2.1,7.8,10.0,Yes,Male,CSE,1,13.91
7.39,1,4,3,54.5,5.8,4.5,6.1,6.1,0,4.9,2.3,8.0,No,Male,CSE,1,9.45
8.24,0,1,3,63.8,3.3,6.8,7.6,6.3,1,7.3,3.7,5.5,Yes,Female,CSE,1,7.89
7.48,0,3,1,72.9,6.3,5.9,5.6,5.6,0,7.0,7.8,6.4,Yes,Male,MECH,1,7.19
7.3,1,2,0,82.2,4.0,4.4,7.5,3.7,0,4.0,5.1,0.8,Yes,Male,ECE,0,0.0
8.32,1,2,1,63.4,5.5,3.3,5.8,8.3,0,5.9,5.9,2.8,Yes,Female,CSE,1,5.04
7.11,1,3,2,69.5,7.5,6.2,5.2,8.2,3,8.2,5.1,6.7,Yes,Male,CSE,0,0.0
7.67,1,3,2,47.4,6.3,6.7,4.8,4.0,1,2.5,6.9,5.6,Yes,Male,CIVIL,0,0.0
7.72,0,3,1,37.8,6.0,5.5,3.9,7.2,0,5.2,6.1,5.9,Yes,Female,EEE,0,0.0
6.73,2,0,1,70.9,5.0,4.3,4.5,6.1,1,6.1,5.2,5.3,Yes,Male,ECE,0,0.0
8.39,0,0,0,49.1,5.3,4.9,3.7,7.1,0,5.5,0.6,5.2,Yes,Male,IT,0,0.0
7.23,2,1,1,47.2,8.7,3.7,4.9,6.7,2,7.2,6.3,5.4,Yes,Female,CIVIL,0,0.0
6.64,0,2,4,72.3,7.4,7.2,7.6,4.3,3,2.5,6.5,2.8,Yes,Female,CSE,0,0.0
7.94,2,4,1,59.6,5.5,1.7,6.4,7.4,1,3.5,2.4,4.7,Yes,Male,ECE,0,0.0
6.5,1,1,1,65.6,6.0,7.6,5.8,5.5,1,6.9,2.5,2.3,Yes,Male,ECE,0,0.0
7.43,1,3,1,41.5,6.6,5.7,5.4,2.7,0,2.1,6.1,3.8,No,Female,CIVIL,0,0.0
7.39,2,4,0,47.4,6.9,6.8,6.3,6.6,0,7.1,5.4,8.0,Yes,Male,CSE,1,11.49
8.49,3,3,0,88.1,6.2,7.0,6.4,4.1,1,6.4,0.9,4.8,Yes,Male,CSM (AI/ML),1,12.58
7.87,2,3,0,51.5,3.4,6.0,4.7,7.9,0,7.0,3.3,6.6,No,Male,EEE,0,0.0
7.37,0,3,0,58.7,6.1,5.1,7.1,5.9,1,4.6,5.7,5.5,Yes,Female,IT,0,0.0
8.22,1,3,1,65.8,6.1,7.9,5.9,6.4,0,6.5,6.4,4.3,Yes,Male,CIVIL,1,13.06
8.79,1,1,2,44.9,9.5,2.5,6.8,7.0,0,3.2,3.8,2.9,Yes,Female,ECE,1,8.0
7.96,2,2,2,83.6,10.0,8.3,6.4,6.4,2,4.7,4.7,4.3,Yes,Male,ECE,1,14.45
7.41,1,1,1,62.1,7.2,3.7,4.3,5.5,0,5.6,3.2,5.6,No,Male,CIVIL,0,0.0
6.09,1,0,0,58.2,5.1,5.2,8.4,7.9,1,3.7,7.8,6.5,Yes,Male,MECH,0,0.0
6.33,1,2,2,79.1,7.3,8.5,6.4,6.1,0,5.9,5.4,5.5,Yes,Male,CIVIL,0,0.0
7.09,1,1,0,76.6,3.5,10.0,5.8,4.7,0,3.2,3.6,6.7,Yes,Female,CIVIL,1,10.4
6.79,0,6,2,93.5,5.3,6.1,7.3,6.8,1,6.0,2.6,1.7,Yes,Female,MECH,0,0.0
7.21,2,1,2,55.0,3.6,3.2,4.7,6.2,1,9.0,2.3,7.2,Yes,Female,CSE,0,0.0
7.46,1,2,2,97.1,7.1,7.4,4.0,6.3,0,3.0,8.8,2.6,Yes,Female,CSM (AI/ML),0,0.0
7.93,0,2,2,72.3,4.3,5.7,7.2,6.5,2,5.5,4.6,7.5,No,Male,CSM (AI/ML),0,0.0
7.33,2,5,0,89.0,5.7,3.8,8.1,6.4,0,2.3,4.2,6.4,No,Male,EEE,1,6.29
7.89,1,2,3,77.8,6.1,6.2,6.8,8.3,2,3.8,4.6,0.9,Yes,Male,CSM (AI/ML),1,8.23
7.46,1,2,4,51.7,6.2,3.3,7.6,5.2,2,6.9,3.7,6.9,Yes,Female,CSM (AI/ML),1,3.19
5.42,1,0,2,48.7,5.4,6.2,4.5,3.4,0,4.6,4.8,7.5,No,Male,CSM (AI/ML),0,0.0
6.46,3,1,1,33.1,6.7,4.1,5.9,6.3,1,7.0,5.1,8.1,No,Female,IT,1,7.66
7.26,1,0,3,29.8,4.2,2.1,5.4,7.5,0,6.2,5.0,3.4,Yes,Female,CSM (AI/ML),1,3.56
6.19,0,4,0,52.2,9.0,2.6,7.9,4.1,2,5.4,2.3,5.6,No,Female,CSE,0,0.0
8.0,0,1,2,82.3,4.5,4.6,7.1,6.8,1,3.4,6.9,6.8,Yes,Male,CSE,0,0.0
8.93,2,4,2,54.0,6.3,6.8,7.9,4.3,2,6.9,3.8,6.9,No,Female,CSE,0,0.0
8.62,1,3,1,51.2,7.2,8.2,5.5,7.5,2,6.1,3.6,6.1,Yes,Male,IT,0,0.0
7.19,0,2,1,73.2,7.3,8.5,4.7,6.3,2,2.4,3.5,4.2,No,Female,IT,0,0.0
8.89,0,2,0,48.2,7.4,2.9,8.4,5.1,2,3.6,2.8,7.5,Yes,Female,ECE,0,0.0
7.55,1,3,2,91.4,3.7,5.4,6.4,4.1,0,0.0,5.6,7.5,No,Male,EEE,1,7.49
7.06,0,2,2,57.8,4.7,4.6,8.0,9.4,0,2.8,6.9,4.8,Yes,Male,MECH,1,4.66
6.79,2,3,2,76.9,6.4,5.6,6.3,9.5,0,4.9,3.5,3.4,No,Male,CSE,1,10.7
7.1,1,3,2,58.8,7.0,8.5,9.7,4.8,1,3.4,1.1,3.5,No,Female,CSM (AI/ML),1,12.19
7.01,2,3,1,62.4,8.2,6.1,8.2,4.8,2,3.8,2.8,8.3,Yes,Male,EEE,0,0.0
7.57,0,5,1,80.0,5.4,7.4,6.2,6.4,0,8.3,4.1,7.4,Yes,Female,CIVIL,1,9.55
7.56,2,0,1,65.7,4.8,10.0,6.4,5.8,1,7.6,2.4,5.2,Yes,Male,MECH,1,12.37
7.4,1,1,3,85.9,5.3,2.8,6.4,5.8,0,4.1,3.7,4.7,Yes,Female,CSM (AI/ML),0,0.0
7.84,1,3,4,49.5,9.8,4.9,4.7,6.7,0,7.1,3.8,1.1,No,Male,CIVIL,1,12.07
8.59,1,2,1,41.2,8.6,6.9,5.7,9.0,0,7.9,5.0,5.0,Yes,Male,EEE,1,14.09
8.35,2,2,1,34.0,5.9,6.3,5.6,8.2,0,6.7,1.9,2.5,Yes,Female,MECH,0,0.0
5.92,3,0,4,82.1,8.3,7.8,6.7,5.9,1,6.1,6.2,5.6,No,Female,CSM (AI/ML),0,0.0
4.85,3,1,1,76.4,5.3,5.1,5.2,7.3,0,7.7,8.5,7.9,Yes,Male,CSE,1,6.19
8.33,2,3,1,57.7,7.7,6.2,6.2,3.7,1,7.0,8.0,2.9,Yes,Female,CSE,1,10.27
6.03,1,1,1,66.8,4.0,4.4,5.9,6.5,0,3.1,3.8,5.7,Yes,Male,IT,0,0.0
